 
                                                                                                                                                                                                                                                                
 
gvkey     datadate     fyear    cik
014256    20150630      2015    0000743316
014269    20151231      2015    0001180262
014282    20151231      2015    0000820313
014304    20151231      2015    0000003116
014309    20151231      2015    0000822663
014311    20151231      2015    0000931015
014320    20151231      2015    0001270073
014359    20151231      2015    0001038357
014369    20151231      2015    0000821130
014370    20151231      2015    0000871763
014401    20151231      2015    0000720858
014401    20151231      2015    0000720858
014402    20151231      2015    0001557255
014403    20151231      2015    0000826675
014403    20151231      2015    0000826675
014412    20151231      2015    0000823094
014418    20151231      2015    0000789570
014438    20150930      2015    0001546640
014477    20151231      2015    0000823768
014535    20151231      2015    0000832428
014551    20151231      2015    0001549966
014561    20150630      2015    0000820318
014563    20151231      2015    0001333274
014581    20151031      2015    0000815093
014583    20151231      2015    0000830748
014590    20151231      2015    0000831259
014592    20151231      2015    0000825313
014597    20151231      2015    0000821995
014603    20160430      2015    0000704562
014616    20151231      2015    0000831968
014624    20151231      2015    0000800240
014639    20151231      2015    0000746514
014790    20151231      2015    0000833079
014793    20151231      2015    0001037676
014794    20151231      2015    0001026655
014822    20151231      2015    0000011544
014822    20151231      2015    0000011544
014824    20151231      2015    0000020286
014824    20151231      2015    0000020286
014828    20151231      2015    0000074260
014828    20151231      2015    0000074260
014864    20151231      2015    0001403085
014891    20151231      2015    0000835011
014898    20151231      2015    0000910638
014934    20151231      2015    0001090012
014954    20150831      2015    0000836157
014960    20151231      2015    0000920148
015027    20151231      2015    0000842295
015044    20160131      2015    0001327811
015056    20160131      2015    0001549872
015060    20151231      2015    0000928022
015087    20151231      2015    0000814586
015093    20151231      2015    0001558785
015101    20151231      2015    0001055160
015101    20151231      2015    0001055160
015111    20151231      2015    0000842183
015111    20151231      2015    0000842183
015117    20151231      2015    0001569134
015142    20151231      2015    0001095651
015142    20151231      2015    0001095651
015153    20151231      2015    0000845877
015153    20151231      2015    0000845877
015197    20151231      2015    0000019612
015197    20151231      2015    0000019612
015199    20151231      2015    0000034782
015199    20151231      2015    0000034782
015212    20151231      2015    0001538849
015215    20151231      2015    0001544227
015240    20151231      2015    0000839470
015247    20151231      2015    0001035002
015252    20151231      2015    0000842633
015267    20151231      2015    0000832101
015291    20151231      2015    0000845289
015314    20151231      2015    0001408356
015337    20160229      2015    0000783005
015343    20151231      2015    0000089439
015350    20151231      2015    0000850033
015363    20151231      2015    0000814184
015363    20151231      2015    0000814184
015364    20151231      2015    0001091748
015364    20151231      2015    0001091748
015396    20151231      2015    0001555538
015414    20150630      2015    0000842023
015417    20151231      2015    0000079282
015420    20160131      2015    0001280263
015452    20151231      2015    0001549756
015459    20151231      2015    0000850429
015489    20151231      2015    0001293310
015520    20160131      2015    0000832988
015521    20160131      2015    0000791519
015539    20151231      2015    0001178711
015709    20151231      2015    0000849213
015803    20151231      2015    0000827809
015855    20160331      2015    0000849399
016009    20160131      2015    0001132105
016015    20151231      2015    0001442236
016066    20151231      2015    0001512931
016101    20151231      2015    0001551152
016113    20151231      2015    0001517302
016116    20151231      2015    0001553023
016149    20151231      2015    0001487918
016150    20151231      2015    0001551901
016188    20151231      2015    0000851205
016225    20151231      2015    0001423902
016245    20151231      2015    0001378946
016245    20151231      2015    0001378946
016269    20150930      2015    0001177648
016384    20151231      2015    0001535929
016401    20160331      2015    0000772406
016416    20151231      2015    0001294016
016453    20160531      2015    0000711377
016477    20151231      2015    0000842162
016478    20151231      2015    0000821189
016486    20151231      2015    0001328581
016531    20151231      2015    0000855612
016549    20151231      2015    0001430723
016549    20151231      2015    0001430723
016582    20151231      2015    0000855931
016597    20151231      2015    0000855658
016608    20151231      2015    0001552198
016641    20151231      2015    0001059142
016653    20151231      2015    0001562476
016668    20151231      2015    0000717538
016668    20151231      2015    0000717538
016671    20151231      2015    0000008177
016681    20151231      2015    0000921768
016681    20151231      2015    0000921768
016689    20150630      2015    0000811831
016689    20150630      2015    0000811831
016698    20151231      2015    0000802681
016698    20151231      2015    0000802681
016700    20151231      2015    0001555039
016705    20151231      2015    0000701347
016705    20151231      2015    0000701347
016710    20150930      2015    0000854775
016714    20151231      2015    0000800457
016714    20151231      2015    0000800457
016716    20151231      2015    0000356130
016716    20151231      2015    0000356130
016719    20151231      2015    0001563665
016720    20151231      2015    0001555074
016720    20151231      2015    0001555074
016721    20160331      2015    0000712515
016738    20151231      2015    0001580156
016745    20151231      2015    0001559053
016748    20151231      2015    0000812348
016748    20151231      2015    0000812348
016775    20151231      2015    0000024090
016775    20151231      2015    0000024090
016777    20151231      2015    0000811589
016777    20151231      2015    0000811589
016781    20151231      2015    0000726854
016781    20151231      2015    0000726854
016790    20151231      2015    0000723188
016790    20151231      2015    0000723188
016821    20151231      2015    0001057706
016821    20151231      2015    0001057706
016832    20151231      2015    0000868671
016832    20151231      2015    0000868671
016848    20151231      2015    0001438533
016878    20151231      2015    0000038984
016878    20151231      2015    0000038984
016884    20151231      2015    0001547546
016886    20151231      2015    0001561387
016886    20151231      2015    0001561387
016889    20151231      2015    0000776901
016889    20151231      2015    0000776901
016890    20151231      2015    0000039311
016890    20151231      2015    0000039311
016929    20151231      2015    0000726517
016929    20151231      2015    0000726517
016947    20151231      2015    0001388320
016981    20151231      2015    0001030469
016981    20151231      2015    0001030469
016989    20151231      2015    0001093672
016989    20151231      2015    0001093672
017010    20151231      2015    0000000000
017012    20151231      2015    0001561627
017035    20151231      2015    0000064996
017035    20151231      2015    0000064996
017050    20151231      2015    0001527590
017070    20151231      2015    0000700733
017070    20151231      2015    0000700733
017072    20151231      2015    0000865058
017073    20151231      2015    0001635984
017073    20151231      2015    0001635984
017074    20151231      2015    0000793547
017074    20151231      2015    0000793547
017076    20151231      2015    0000846931
017076    20151231      2015    0000846931
017095    20151231      2015    0000707179
017095    20151231      2015    0000707179
017101    20150630      2015    0000855654
017106    20151231      2015    0000318300
017106    20151231      2015    0000318300
017115    20151231      2015    0000230557
017115    20151231      2015    0000230557
017120    20151231      2015    0000719739
017120    20151231      2015    0000719739
017131    20151231      2015    0000701869
017131    20151231      2015    0000701869
017132    20151231      2015    0000828944
017132    20151231      2015    0000828944
017136    20151231      2015    0000754673
017136    20151231      2015    0000754673
017145    20150930      2015    0000936528
017145    20150930      2015    0000936528
017150    20151231      2015    0000801337
017150    20151231      2015    0000801337
017151    20151231      2015    0000203596
017151    20151231      2015    0000203596
017168    20151231      2015    0000922487
017168    20151231      2015    0000922487
017173    20151231      2015    0000715579
017173    20151231      2015    0000715579
017180    20151231      2015    0000318673
017184    20151231      2015    0000730708
017184    20151231      2015    0000730708
017185    20151231      2015    0001347858
017195    20151231      2015    0000708955
017195    20151231      2015    0000708955
017199    20151231      2015    0000834365
017239    20151231      2015    0001060009
017240    20151231      2015    0001005817
017240    20151231      2015    0001005817
017245    20151231      2015    0000357301
017245    20151231      2015    0000357301
017248    20151231      2015    0000729986
017248    20151231      2015    0000729986
017252    20151231      2015    0000101199
017252    20151231      2015    0000101199
017266    20151231      2015    0001514128
017266    20151231      2015    0001514128
017269    20151231      2015    0000707605
017269    20151231      2015    0000707605
017277    20151231      2015    0001532961
017306    20151231      2015    0001568669
017341    20151231      2015    0000863110
017350    20151231      2015    0001373707
017367    20151231      2015    0000741516
017367    20151231      2015    0000741516
017376    20151231      2015    0001389002
017388    20151231      2015    0000275119
017388    20151231      2015    0000275119
017422    20151231      2015    0001517130
017438    20151231      2015    0000846617
017438    20151231      2015    0000846617
017451    20151231      2015    0001564618
017451    20151231      2015    0001564618
017498    20151231      2015    0001117480
017501    20150630      2015    0001564709
017534    20151231      2015    0000736772
017534    20151231      2015    0000736772
017550    20151231      2015    0001411488
017553    20150930      2015    0001118417
017567    20151231      2015    0001509190
017581    20151231      2015    0001565337
017586    20151231      2015    0001407067
017586    20151231      2015    0001407067
017594    20151231      2015    0001606440
017594    20151231      2015    0001606440
017626    20151231      2015    0001569187
017628    20151231      2015    0001555177
017639    20151231      2015    0001562401
017641    20151231      2015    0001007273
017641    20151231      2015    0001007273
017653    20151231      2015    0001368514
017687    20151231      2015    0001567345
017689    20151231      2015    0001572684
017693    20151231      2015    0001490660
017695    20151231      2015    0001303652
017696    20151231      2015    0001380846
017696    20151231      2015    0001380846
017699    20151231      2015    0001562039
017707    20150930      2015    0001553326
017707    20150930      2015    0001553326
017709    20151231      2015    0001496631
017709    20151231      2015    0001496631
017715    20151231      2015    0000806279
017715    20151231      2015    0000806279
017724    20151231      2015    0000712771
017724    20151231      2015    0000712771
017769    20151231      2015    0001561894
017808    20151231      2015    0001571498
017811    20151231      2015    0001169652
017812    20160131      2015    0001573097
017815    20151231      2015    0000859222
017815    20151231      2015    0000859222
017866    20151231      2015    0001560672
017866    20151231      2015    0001560672
017874    20151231      2015    0001283699
017877    20151231      2015    0000763563
017877    20151231      2015    0000763563
017878    20151231      2015    0001556593
017890    20151231      2015    0001083301
017896    20151231      2015    0001559909
017910    20151231      2015    0001476963
017928    20151231      2015    0001478242
017931    20151231      2015    0001269021
017933    20151231      2015    0001572910
017934    20151231      2015    0001575515
017956    20151231      2015    0001575828
017998    20151231      2015    0001293971
018003    20151231      2015    0001284807
018004    20151231      2015    0001576940
018009    20151231      2015    0001401708
018036    20151231      2015    0001517228
018037    20151231      2015    0000810958
018037    20151231      2015    0000810958
018040    20151231      2015    0000834285
018040    20151231      2015    0000834285
018043    20150630      2015    0001564708
018047    20151231      2015    0001275158
018049    20151231      2015    0000037808
018049    20151231      2015    0000037808
018066    20151231      2015    0001375796
018071    20151231      2015    0001571283
018073    20151231      2015    0001571776
018073    20151231      2015    0001571776
018086    20150930      2015    0001567892
018108    20151231      2015    0001366340
018109    20151231      2015    0001573166
018110    20151231      2015    0000713095
018110    20151231      2015    0000713095
018114    20151231      2015    0001537435
018144    20151231      2015    0001556266
018145    20151231      2015    0001574540
018159    20151231      2015    0001439222
018161    20151231      2015    0001383701
018162    20151231      2015    0001434868
018171    20151231      2015    0001574596
018172    20151231      2015    0001130598
018173    20151231      2015    0001403708
018177    20151231      2015    0001475274
018179    20151231      2015    0001574963
018184    20151231      2015    0001578735
018184    20151231      2015    0001578735
018204    20151231      2015    0001023024
018235    20151231      2015    0001514732
018241    20151231      2015    0000712537
018241    20151231      2015    0000712537
018246    20151231      2015    0001569391
018261    20151231      2015    0001556364
018261    20151231      2015    0001556364
018270    20151231      2015    0001441693
018271    20151231      2015    0001415624
018276    20151231      2015    0000714562
018276    20151231      2015    0000714562
018287    20151231      2015    0001454389
018290    20151231      2015    0000771999
018291    20151231      2015    0001259515
018293    20151231      2015    0001567683
018306    20151231      2015    0001580608
018307    20151231      2015    0000740663
018307    20151231      2015    0000740663
018315    20151231      2015    0001356090
018320    20151231      2015    0001424929
018321    20151231      2015    0001575051
018322    20151231      2015    0001122897
018323    20150930      2015    0001577791
018326    20151231      2015    0001575879
018329    20151231      2015    0000314489
018329    20151231      2015    0000314489
018339    20151231      2015    0001577095
018350    20151231      2015    0001274644
018358    20151231      2015    0000763907
018358    20151231      2015    0000763907
018383    20151231      2015    0001581068
018386    20150731      2015    0001574460
018392    20151231      2015    0000870385
018392    20151231      2015    0000870385
018424    20151231      2015    0001535955
018427    20151231      2015    0001575599
018430    20151231      2015    0001175505
018431    20151231      2015    0001581908
018432    20151231      2015    0001578318
018441    20151231      2015    0001576018
018441    20151231      2015    0001576018
018465    20151231      2015    0001433270
018468    20151231      2015    0001581990
018469    20151231      2015    0001488613
018479    20151231      2015    0001579252
018487    20151231      2015    0001370880
018490    20151231      2015    0001566826
018494    20151231      2015    0001466085
018494    20151231      2015    0001466085
018498    20151231      2015    0001573516
018509    20151231      2015    0001507957
018510    20151231      2015    0001280600
018533    20151231      2015    0000706129
018533    20151231      2015    0000706129
018535    20151231      2015    0001385228
018549    20151231      2015    0000840715
018556    20151231      2015    0001364954
018561    20151231      2015    0001576169
018562    20151231      2015    0001434316
018564    20151231      2015    0001158114
018566    20151231      2015    0001208261
018571    20160331      2015    0001563699
018572    20151231      2015    0001410939
018573    20151231      2015    0001577368
018576    20151231      2015    0001028153
018578    20151231      2015    0001581091
018578    20151231      2015    0001581091
018584    20151231      2015    0001477200
018613    20151231      2015    0001327467
018623    20160131      2015    0001407190
018624    20150630      2015    0001577916
018625    20151231      2015    0001348324
018629    20151231      2015    0001580670
018630    20151231      2015    0001384905
018635    20150930      2015    0001585064
018654    20151231      2015    0000313716
018658    20151231      2015    0001125345
018660    20151231      2015    0001584952
018666    20151231      2015    0000876378
018675    20160131      2015    0001579298
018677    20151231      2015    0001561660
018679    20151231      2015    0001585854
018683    20160131      2015    0001571123
018689    20160131      2015    0001393052
018695    20151231      2015    0001605301
018695    20151231      2015    0001605301
018699    20150930      2015    0000857005
018732    20151231      2015    0000721994
018732    20151231      2015    0000721994
018738    20151231      2015    0000012239
018745    20151231      2015    0001448893
018749    20151231      2015    0001337553
018750    20151231      2015    0001576427
018774    20151231      2015    0001583103
018779    20151231      2015    0001571329
018792    20151231      2015    0001575965
018838    20160229      2015    0001348334
018839    20151231      2015    0001195734
018841    20151231      2015    0001411574
018842    20160229      2015    0001411688
018844    20151231      2015    0000819926
018850    20151231      2015    0001553079
018866    20151231      2015    0001583744
018868    20151231      2015    0001578932
018872    20151231      2015    0001418091
018878    20151231      2015    0001253689
018894    20151231      2015    0001582086
018899    20151231      2015    0001438133
018925    20151231      2015    0001429560
018929    20151231      2015    0001305253
018930    20151231      2015    0001503802
018936    20151231      2015    0001280776
018938    20151231      2015    0001326732
018947    20151231      2015    0001384101
018973    20151231      2015    0001361248
018975    20160131      2015    0001452751
018976    20151231      2015    0001416792
018978    20151231      2015    0001399520
018982    20151231      2015    0001586105
018983    20151231      2015    0001586049
019000    20151231      2015    0001578732
019025    20151231      2015    0001588972
019044    20151231      2015    0001361113
019057    20151231      2015    0001118237
019057    20151231      2015    0001118237
019084    20151231      2015    0001574085
019094    20151231      2015    0000790359
019094    20151231      2015    0000790359
019104    20151231      2015    0001578685
019116    20151231      2015    0001557421
019117    20151231      2015    0001044378
019129    20151231      2015    0000788965
019137    20151231      2015    0000894671
019137    20151231      2015    0000894671
019143    20151231      2015    0001561743
019149    20151231      2015    0001515673
019150    20151231      2015    0000357173
019150    20151231      2015    0000357173
019154    20151231      2015    0001346830
019159    20151231      2015    0000716605
019159    20151231      2015    0000716605
019163    20151231      2015    0001581164
019168    20151231      2015    0001585583
019171    20151231      2015    0001588216
019172    20150630      2015    0001591588
019175    20160131      2015    0001579157
019184    20151231      2015    0001587246
019189    20151231      2015    0001554859
019190    20150630      2015    0001587755
019205    20151231      2015    0001133869
019209    20150831      2015    0000875582
019262    20151231      2015    0000350852
019262    20151231      2015    0000350852
019273    20151231      2015    0001591763
019274    20151231      2015    0001294133
019275    20151231      2015    0001442626
019275    20151231      2015    0001442626
019296    20151231      2015    0001582966
019305    20151231      2015    0000080035
019318    20151231      2015    0000805676
019318    20151231      2015    0000805676
019350    20151231      2015    0001135657
019355    20151231      2015    0000090498
019355    20151231      2015    0000090498
019377    20151231      2015    0001588238
019391    20150630      2015    0001590976
019398    20151231      2015    0000852772
019402    20160131      2015    0000821002
019412    20151231      2015    0001567514
019416    20151231      2015    0001338095
019425    20151231      2015    0001457612
019428    20151231      2015    0000854560
019428    20151231      2015    0000854560
019431    20160131      2015    0000914122
019433    20150930      2015    0000315131
019440    20151231      2015    0001577670
019442    20151231      2015    0001592480
019458    20151231      2015    0001485003
019470    20151231      2015    0001399529
019471    20151231      2015    0001479290
019484    20151231      2015    0001590364
019507    20151231      2015    0001579877
019511    20151231      2015    0001419600
019516    20151231      2015    0001580905
019517    20151231      2015    0001587732
019518    20151231      2015    0001587523
019525    20151231      2015    0001592016
019526    20151231      2015    0001591670
019528    20151231      2015    0001591890
019529    20151231      2015    0001585023
019529    20151231      2015    0001585023
019534    20151231      2015    0001367920
019545    20151231      2015    0001581934
019570    20151231      2015    0000719220
019570    20151231      2015    0000719220
019574    20151231      2015    0001579684
019578    20151231      2015    0001593195
019580    20151231      2015    0001591517
019581    20160131      2015    0000799288
019582    20151231      2015    0001590717
019582    20151231      2015    0001590717
019600    20151231      2015    0001042074
019602    20151231      2015    0001493761
019605    20151231      2015    0000081955
019647    20151231      2015    0001409970
019649    20151231      2015    0001597033
019712    20151231      2015    0001584831
019713    20151231      2015    0000883948
019713    20151231      2015    0000883948
019717    20151231      2015    0001404644
019718    20151231      2015    0001301501
019719    20151231      2015    0001579910
019730    20150630      2015    0001591698
019747    20151231      2015    0001115128
019752    20150630      2015    0001578348
019753    20151231      2015    0001595974
019757    20151231      2015    0001497504
019761    20150630      2015    0001583771
019770    20151231      2015    0001598968
019773    20151231      2015    0001433714
019784    20151231      2015    0000827871
019800    20151231      2015    0001707178
019817    20151231      2015    0000102212
019817    20151231      2015    0000102212
019832    20151231      2015    0001513818
019843    20151231      2015    0001563407
019849    20151231      2015    0001580808
019851    20151231      2015    0001593222
019858    20151231      2015    0001599489
019859    20151231      2015    0001517022
019873    20151231      2015    0000737468
019873    20151231      2015    0000737468
019877    20151231      2015    0001410384
019881    20151231      2015    0001459417
019898    20151231      2015    0001372414
019906    20151231      2015    0001594109
019908    20151231      2015    0001288847
019910    20151231      2015    0001412043
019912    20150930      2015    0001594337
019925    20151231      2015    0001580345
019927    20151231      2015    0001596967
019927    20151231      2015    0001596967
019935    20151231      2015    0001592000
019965    20151231      2015    0000784011
019966    20151231      2015    0000908311
019967    20150630      2015    0001273636
019974    20151231      2015    0001508655
019977    20151231      2015    0001575793
019989    20151231      2015    0001314223
020003    20151231      2015    0001499807
020010    20151231      2015    0001261249
020011    20151231      2015    0001598428
020018    20151231      2015    0001341235
020019    20151231      2015    0000354647
020019    20151231      2015    0000354647
020020    20151231      2015    0001590584
020029    20160331      2015    0000017313
020029    20160331      2015    0000017313
020033    20151231      2015    0001423824
020037    20151231      2015    0001590750
020040    20151231      2015    0001178253
020042    20151231      2015    0001328143
020043    20151231      2015    0001591096
020044    20151231      2015    0001474903
020088    20160131      2015    0001372612
020089    20151231      2015    0001428875
020090    20151231      2015    0001449278
020105    20151231      2015    0001422183
020109    20151231      2015    0000726601
020109    20151231      2015    0000726601
020113    20151231      2015    0001594879
020115    20150630      2015    0001069899
020116    20151231      2015    0001590955
020126    20160331      2015    0001604028
020135    20160331      2015    0001596946
020143    20151231      2015    0001582982
020147    20151231      2015    0001600422
020168    20151231      2015    0001599222
020183    20151231      2015    0001401914
020185    20150930      2015    0000825542
020204    20151231      2015    0000857737
020225    20151231      2015    0001598646
020228    20150630      2015    0001596783
020229    20151231      2015    0001463172
020232    20151031      2015    0001601046
020233    20151231      2015    0001583107
020235    20151231      2015    0001599617
020245    20151231      2015    0001412067
020259    20160430      2015    0001586300
020280    20151231      2015    0001474464
020280    20151231      2015    0001474464
020298    20151231      2015    0001594466
020299    20151231      2015    0001462120
020299    20151231      2015    0001462120
020330    20151231      2015    0001470099
020338    20151231      2015    0000884713
020344    20151231      2015    0001594686
020344    20151231      2015    0001594686
020399    20151231      2015    0001597131
020407    20151231      2015    0001592379
020412    20151231      2015    0001176948
020422    20151231      2015    0001598665
020422    20151231      2015    0001598665
020423    20151231      2015    0000858339
020430    20151231      2015    0001032033
020430    20151231      2015    0001032033
020441    20151231      2015    0001522690
020473    20151231      2015    0001604665
020502    20151231      2015    0001597672
020513    20151231      2015    0001600470
020517    20151231      2015    0001606163
020534    20151231      2015    0001602065
020537    20151231      2015    0001523404
020539    20151231      2015    0001582568
020540    20151231      2015    0001327318
020548    20151231      2015    0000858470
020550    20151231      2015    0001578620
020567    20151231      2015    0001267813
020570    20151231      2015    0000876883
020600    20151130      2015    0001173420
020619    20151231      2015    0001604416
020628    20151231      2015    0001602658
020628    20151231      2015    0001602658
020643    20151231      2015    0001510580
020644    20151231      2015    0001500435
020645    20151231      2015    0001437402
020653    20151231      2015    0000945764
020655    20151231      2015    0001603145
020659    20151231      2015    0001297184
020661    20151231      2015    0001601548
020672    20151231      2015    0001602367
020675    20151231      2015    0001472343
020686    20151231      2015    0001601712
020686    20151231      2015    0001601712
020692    20150630      2015    0001606757
020693    20151231      2015    0001597503
020694    20150630      2015    0001603969
020696    20151231      2015    0000893691
020699    20151231      2015    0001606745
020740    20151231      2015    0001606268
020742    20151231      2015    0001374690
020747    20151231      2015    0001022705
020748    20151231      2015    0001596532
020779    20150731      2015    0000858877
020791    20151231      2015    0001061630
020791    20151231      2015    0001061630
020798    20151231      2015    0001478121
020810    20151231      2015    0001084752
020823    20160131      2015    0001428336
020884    20151231      2015    0001328015
020898    20151231      2015    0001484565
020904    20150930      2015    0000859737
020913    20151231      2015    0001601545
020913    20151231      2015    0001601545
020935    20151231      2015    0001371285
020943    20151231      2015    0001597553
020944    20151231      2015    0001610466
020945    20151231      2015    0001325618
020961    20160331      2015    0001304492
020967    20151231      2015    0001594590
021003    20151231      2015    0001587221
021004    20151231      2015    0001521036
021006    20151231      2015    0001271214
021007    20151231      2015    0001311596
021008    20151231      2015    0001437786
021010    20151231      2015    0001607250
021012    20151231      2015    0001604464
021013    20151231      2015    0001608298
021015    20151231      2015    0001393434
021016    20151231      2015    0001581720
021019    20151231      2015    0001611702
021020    20151231      2015    0001501756
021032    20151231      2015    0001607678
021033    20151231      2015    0001492674
021047    20151231      2015    0001610092
021073    20151231      2015    0001384710
021073    20151231      2015    0001384710
021079    20151231      2015    0001610793
021103    20151231      2015    0001607962
021104    20151231      2015    0001609132
021104    20151231      2015    0001609132
021111    20151231      2015    0001599891
021111    20151231      2015    0001599891
021118    20151231      2015    0000727207
021124    20151231      2015    0001606366
021126    20151231      2015    0001135906
021132    20151231      2015    0000357097
021138    20151231      2015    0001589094
021145    20151231      2015    0001493566
021150    20151231      2015    0001572552
021165    20151231      2015    0001537028
021223    20151231      2015    0001478069
021227    20151231      2015    0001611983
021232    20151231      2015    0000748592
021237    20151231      2015    0000844965
021238    20151231      2015    0000751978
021241    20150630      2015    0000857949
021261    20151231      2015    0001614436
021282    20151231      2015    0001372514
021326    20151231      2015    0001606363
021326    20151231      2015    0001606363
021352    20151231      2015    0001606498
021362    20151231      2015    0001649904
021378    20151231      2015    0001615892
021421    20151231      2015    0001266806
021422    20151231      2015    0001157602
021429    20151231      2015    0000861459
021431    20151231      2015    0001609253
021433    20150630      2015    0001608249
021440    20151231      2015    0000853816
021487    20151231      2015    0000861361
021503    20151231      2015    0000860748
021503    20151231      2015    0000860748
021515    20151231      2015    0001494319
021520    20151231      2015    0001528557
021540    20151231      2015    0001616707
021542    20151231      2015    0000824142
021547    20151231      2015    0001611110
021593    20151231      2015    0000944745
021593    20151231      2015    0000944745
021600    20160331      2015    0001611852//
021604    20151231      2015    0001605607
021616    20150930      2015    0001613665
021616    20150930      2015    0001613665
021617    20151231      2015    0001557883
021619    20151231      2015              
021626    20151231      2015    0001607716
021627    20151231      2015    0001496671
021628    20151231      2015    0001610682
021630    20151231      2015    0001538990
021633    20151231      2015    0001501570
021633    20151231      2015    0001501570
021652    20151231      2015    0001610418
021696    20151231      2015    0001611988
021732    20151231      2015    0000081318
021739    20151231      2015    0001613859
021743    20160331      2015    0000724910
021744    20151231      2015    0001582313
021761    20150630      2015    0001609702
021777    20151231      2015    0000856982
021798    20151231      2015    0001611647
021801    20151231      2015    0001412232
021802    20151231      2015    0001359931
021808    20151231      2015    0001590895
021815    20151231      2015    0001539638
021815    20151231      2015    0001539638
021816    20151231      2015    0001424755
021825    20151231      2015    0000759944
021825    20151231      2015    0000759944
021826    20151231      2015    0001512138
021841    20151231      2015    0001512762
021845    20151231      2015    0001616817
021847    20151231      2015    0001404655
021898    20160331      2015    0001610250
021899    20151231      2015    0001617798
021901    20151231      2015    0000921299
021904    20151231      2015    0001606909
021916    20151231      2015    0001444380
021918    20151231      2015    0001603286
021944    20151231      2015              
021954    20151231      2015              
021983    20151231      2015    0001617977
021990    20151231      2015    0001600890
021990    20151231      2015    0001600890
021998    20151231      2015              
021999    20151231      2015    0001211759
022000    20151231      2015    0001445305
022025    20151231      2015    0001610114
022025    20151231      2015    0001610114
022035    20151231      2015    0001595097
022037    20151231      2015    0001551693
022039    20151231      2015    0001610950
022040    20151231      2015    0001505155
022047    20151231      2015    0001373670
022053    20151231      2015    0001071993
022082    20151231      2015    0001612630
022086    20151231      2015    0000315709
022086    20151231      2015    0000315709
022119    20151231      2015    0001604738
022124    20151231      2015    0001615346
022129    20151231      2015              
022134    20151231      2015    0001616862
022144    20151231      2015    0000819689
022159    20151231      2015    0001620928
022165    20151231      2015    0001420811
022178    20151231      2015    0001610532
022180    20151231      2015    0001617669
022182    20160331      2015    0001448056
022201    20151231      2015    0001470205
022201    20151231      2015    0001470205
022207    20151231      2015    0000768899
022225    20151130      2015    0001619551
022229    20151231      2015    0001372299
022230    20151231      2015    0001594864
022258    20151231      2015    0001358403
022260    20151231      2015    0000860730
022325    20160331      2015    0000743988
022330    20151231      2015    0001616101
022373    20150930      2015    0000924383
022447    20151231      2015    0000821483
022459    20151231      2015    0001611547
022459    20151231      2015    0001611547
022461    20160331      2015    0000719866
022480    20151031      2015              
022484    20151231      2015    0001591165
022500    20151231      2015    0000808047
022515    20151231      2015    0001619917
022543    20150930      2015    0000825324
022590    20151231      2015    0001583648
022603    20151231      2015    0001621563
022629    20151231      2015    0001506401
022632    20150630      2015    0000057725
022637    20150630      2015    0001607741
022650    20151231      2015    0000066649
022653    20160331      2015    0001616318
022667    20151231      2015    0001374128
022672    20151231      2015    0001620533
022673    20151231      2015    0001615219
022697    20151231      2015    0001394319
022698    20151231      2015              
022704    20151231      2015    0001506928
022708    20151231      2015    0001619954
022709    20151231      2015    0001609351
022713    20151231      2015    0001169987
022715    20150630      2015    0001618561
022717    20151231      2015    0000835324
022717    20151231      2015    0000835324
022731    20150930      2015    0001616741
022734    20151231      2015    0001620546
022741    20151231      2015    0001627223
022761    20160331      2015    0000096885
022772    20160331      2015    0000315449
022797    20160331      2015    0000864509
022815    20151231      2015    0000864749
022817    20150930      2015    0000863894
022853    20151231      2015    0001614806
022861    20151231      2015    0000352955
022867    20151231      2015    0001501134
022868    20151231      2015    0001616297
022868    20151231      2015    0001616297
022878    20151231      2015              
022927    20151231      2015    0001600132
022975    20150630      2015    0001556727
022975    20150630      2015    0001556727
022982    20151231      2015    0001622175
022983    20151231      2015    0001616000
022983    20151231      2015    0001616000
023002    20151231      2015              
023027    20151231      2015    0000851520
023035    20151231      2015    0001611231
023043    20151231      2015    0001619087
023071    20151231      2015    0001609711
023072    20151231      2015    0001632933
023077    20151231      2015    0001620280
023077    20151231      2015    0001620280
023083    20150930      2015    0001632790
023084    20151231      2015    0000863436
023086    20151231      2015    0001620393
023086    20151231      2015    0001620393
023098    20151231      2015    0001469443
023109    20151231      2015    0001351051
023111    20151231      2015    0000720002
023111    20151231      2015    0000720002
023119    20150630      2015    0001419612
023147    20151231      2015    0001618563
023147    20151231      2015    0001618563
023150    20151231      2015    0001622353
023150    20151231      2015    0001622353
023167    20150930      2015    0001589526
023175    20151231      2015    0001630940
023195    20150630      2015    0000866273
023220    20151231      2015    0000866121
023224    20150930      2015    0000866706
023225    20151231      2015    0001632127
023226    20151231      2015    0000829323
023238    20151231      2015    0001370637
023241    20151231      2015    0001293818
023245    20151231      2015    0001633931
023247    20151231      2015    0001626115
023247    20151231      2015    0001626115
023252    20150630      2015    0000896156
023256    20151231      2015    0001633651
023287    20151130      2015    0001635581
023291    20151231      2015    0000811240
023294    20151231      2015    0001609951
023294    20151231      2015    0001609951
023296    20151231      2015    0001592057
023297    20151231      2015    0001626878
023335    20151231      2015    0001435049
023339    20151231      2015    0001434647
023353    20151231      2015    0001572694
023354    20151231      2015    0001622893
023358    20151231      2015    0001610618
023363    20151231      2015    0001562214
023407    20151231      2015    0001597264
023422    20151231      2015    0001460702
